   -2.22520920e-01    1.32914554e-01    1.93856205e-01    2.50770791e-02    4.56830392e-01 
   -1.66823045e-03    3.31414847e-02    3.22683138e-01   -1.33419050e-03   -2.22743922e-02 
   -1.83592893e-02   -1.96859432e-02   -1.34248349e-01    5.05492861e-04    2.18220656e-02 
   -5.64404134e-02    2.42477286e-04   -5.34527150e-02    9.40983494e-03   -5.35753551e-02 
    9.86778315e-03    5.28706286e-02    2.55960242e-01    2.10691820e-01   -6.84581913e-02 
   -4.68962899e-01    1.69625980e-03   -1.73200832e-02   -2.47282354e-01    7.05115622e-04 
   -1.69840930e-02    6.61416173e-02   -8.18544976e-03    6.90703771e-02   -8.28028077e-03 
    6.95506457e-02 
    1.32914554e-01    1.23932027e+00   -3.68031234e-01    2.28611484e-02    1.55152129e+00 
   -5.88219519e-03   -7.01755444e-02   -1.58601658e-01    6.01044584e-04   -1.01980174e-02 
    2.32461590e-02   -6.27822956e-02   -2.17194239e-01    6.47380564e-04    9.68724897e-02 
   -8.03497629e-02    5.35669054e-04   -7.30277724e-02    1.77067691e-01   -7.29493409e-02 
    1.76668408e-01    2.48719810e-01   -8.56562243e-01    4.62217868e-02    2.25138050e-01 
    1.67543620e+00   -6.03154140e-03    4.87478768e-02   -5.25305657e-02    4.76143471e-04 
    1.50477470e-01   -1.23439411e-02    1.10513850e-01    2.05282903e-03    1.10575771e-01 
    1.67245928e-03 
    1.93856205e-01   -3.68031234e-01    7.91964906e-01    1.07903748e-01    4.87351093e-01 
   -1.68872025e-03    1.25983797e-01    4.68657009e-01   -1.36417876e-03    5.05198088e-03 
   -1.84501874e-02   -2.90223286e-01   -2.99779764e-01    5.29536369e-04   -3.39151621e-01 
   -2.01953549e-01    2.58788316e-04   -1.80391277e-01   -3.05349739e-01   -1.80239527e-01 
   -3.05982957e-01    2.11871747e-01   -1.63144847e-03   -1.78339098e-01    7.04814187e-02 
    5.58215328e-01   -2.07217947e-03    2.34168693e-02    2.38868488e-01   -5.85597247e-04 
    1.06917683e-01    1.66255998e-01    1.19423267e-01    1.09649069e-01    1.19469745e-01 
    1.09025422e-01 
    2.50770791e-02    2.28611484e-02    1.07903748e-01   -2.67123136e-03    1.18148132e-01 
   -3.17187035e-04   -7.02515890e-02    4.31057096e-02   -2.17716372e-04   -3.89155518e-02 
   -2.51429900e-02    1.56971381e-01   -1.56980207e-03    1.74390167e-04    1.40861001e-01 
    4.71065784e-03   -1.31064349e-05   -5.88267955e-02   -5.91283785e-02   -5.85676192e-02 
   -5.84100049e-02    1.55312217e-02   -3.60868994e-02   -8.24158858e-02   -7.46462114e-02 
    1.71151260e-01   -7.22763126e-04   -4.87980974e-02    7.57817112e-02   -5.29292763e-04 
    1.11257706e-02    1.76056108e-02    1.46043265e-02    2.73563513e-02    1.43670371e-02 
    2.76570594e-02 
    4.56830392e-01    1.55152129e+00    4.87351093e-01    1.18148132e-01    2.59480623e+00 
   -9.90034917e-03    1.07166262e-02   -1.41666643e-01    1.54484101e-04   -2.49679179e-02 
    1.28910754e-02   -2.02928421e-01   -4.02373888e-01    1.64103878e-03    4.28385505e-02 
   -1.36314303e-01    9.71845647e-04   -8.54514308e-02    1.67341120e-01   -8.63025440e-02 
    1.66784754e-01    4.38807438e-01   -1.60114208e+00   -5.22335153e-01    4.33941795e-01 
    3.70050277e+00   -1.35312495e-02    3.46939884e-02    2.95288911e-01   -1.21800184e-03 
    2.56233871e-01    6.39410141e-02    2.80081257e-01    6.52343446e-02    2.80469772e-01 
    6.55060188e-02 
   -1.66823045e-03   -5.88219519e-03   -1.68872025e-03   -3.17187035e-04   -9.90034917e-03 
   -6.74090332e-02    3.42119218e-05    2.61737890e-04   -9.63390956e-02    3.42408437e-05 
   -3.51174690e-05    8.26602831e-04    1.97140209e-03    1.20018618e-01   -5.86706399e-05 
    8.97398187e-04    9.77003089e-02    1.02525574e-01    8.97695979e-02   -1.02095909e-01 
   -9.12273242e-02   -1.64612977e-03    6.01842541e-03    1.84022413e-03   -1.72418102e-03 
   -1.38603457e-02   -3.34621352e-02   -1.90309800e-04   -1.03919485e-03   -1.49140415e-02 
   -9.52656605e-04   -2.10973056e-04   -5.28165635e-02   -1.35894325e-02    5.07508921e-02 
    1.32034490e-02 
    3.31414847e-02   -7.01755444e-02    1.25983797e-01   -7.02515890e-02    1.07166262e-02 
    3.42119218e-05    3.01114750e-01   -2.67944390e-02    9.28112287e-05   -5.01230090e-02 
    5.26975745e-03    1.13551289e-03   -2.90007502e-02    2.41579393e-04    1.30285131e-01 
    3.34552095e-02    3.96655362e-04   -1.69185324e-02   -1.80192193e-01   -1.68564198e-02 
   -1.79287221e-01    1.43066772e-02    6.21301875e-03   -2.71609153e-02   -2.41212544e-02 
    4.27834410e-02   -1.22988808e-04   -1.55985609e-01    2.16705572e-02   -3.17265666e-05 
    1.99423042e-02    5.56842573e-02   -1.11219857e-02   -1.95387500e-02   -1.11416246e-02 
   -1.96684082e-02 
    3.22683138e-01   -1.58601658e-01    4.68657009e-01    4.31057096e-02   -1.41666643e-01 
    2.61737890e-04   -2.67944390e-02    1.10322577e+00   -3.13499323e-03   -5.57634313e-03 
    2.78938192e-02   -7.54206392e-02   -1.37126770e-01    5.32328801e-05    1.80185651e-03 
   -3.95164847e-01    8.26952445e-04    2.55185178e-03    2.38989253e-01    2.40722674e-03 
    2.37258604e-01    1.95879143e-01    2.97698167e-01   -4.89722679e-01    3.24524435e-02 
    1.57558091e-01   -5.52852252e-04    5.57137520e-02    3.98130067e-01   -2.15291047e-03 
    8.89882986e-02    1.28928430e-01    1.08858454e-01    1.40619566e-01    1.09022076e-01 
    1.41152157e-01 
   -1.33419050e-03    6.01044584e-04   -1.36417876e-03   -2.17716372e-04    1.54484101e-04 
   -9.63390956e-02    9.28112287e-05   -3.13499323e-03    2.91062744e-01   -2.25765607e-04 
   -5.56768580e-04    5.70186648e-04    2.40815227e-04   -8.43846165e-02    7.49880742e-04 
    8.89426354e-04   -1.82684798e-01    2.09515094e-02    2.21298029e-01   -2.09616761e-02 
   -2.23849810e-01   -6.66279720e-04   -1.14937070e-03    1.70216215e-03   -1.70540669e-04 
   -5.61492186e-04   -5.09999932e-03   -1.11416851e-04   -2.23179998e-03   -2.00020944e-01 
   -3.15854437e-04   -3.75932304e-04   -1.94459875e-02   -7.66746804e-02    1.85566898e-02 
    7.55481447e-02 
   -2.22743922e-02   -1.01980174e-02    5.05198088e-03   -3.89155518e-02   -2.49679179e-02 
    3.42408437e-05   -5.01230090e-02   -5.57634313e-03   -2.25765607e-04   -4.65713074e-03 
   -6.30076233e-02    6.22442298e-02    3.27531044e-02    1.04760846e-04    7.00178843e-03 
    2.66681136e-02   -1.72851731e-04   -1.05861384e-02   -4.62260778e-03   -1.07409743e-02 
   -4.08769476e-03   -9.99542693e-03    2.39874386e-02    2.82133844e-02   -4.68896558e-02 
   -4.42232268e-02    8.83771259e-05    2.27370532e-03   -1.57833464e-03   -2.50564857e-04 
   -2.58207912e-02   -4.56131430e-03    1.12068746e-02    9.84785114e-03    1.11288584e-02 
    1.03484876e-02 
   -1.83592893e-02    2.32461590e-02   -1.84501874e-02   -2.51429900e-02    1.28910754e-02 
   -3.51174690e-05    5.26975745e-03    2.78938192e-02   -5.56768580e-04   -6.30076233e-02 
   -5.22882314e-02    6.22283410e-02    1.66881803e-02    3.19027485e-04    8.02794657e-02 
    2.60051503e-02   -1.88140109e-04   -4.68665896e-03    9.43348927e-03   -5.12150643e-03 
    1.09372505e-02    1.51352218e-02    2.55119184e-02    3.67068269e-02   -2.06886528e-02 
   -3.60923116e-02    2.98239621e-04   -1.79154868e-02   -2.01977779e-02   -6.51730310e-04 
   -1.24873536e-02   -1.27184676e-02    1.01040712e-02    1.08966225e-02    1.00453322e-02 
    1.24733653e-02 
   -1.96859432e-02   -6.27822956e-02   -2.90223286e-01    1.56971381e-01   -2.02928421e-01 
    8.26602831e-04    1.13551289e-03   -7.54206392e-02    5.70186648e-04    6.22442298e-02 
    6.22283410e-02   -5.53697050e-02    1.07055141e-01    4.02274747e-04   -1.55342077e-01 
    1.26503297e-01    3.94043396e-04    5.14798413e-02    7.29825686e-02    5.12179331e-02 
    7.21676423e-02   -1.01223818e-03    1.01152252e-01    1.70550539e-01   -9.53102422e-02 
   -3.73056760e-01    1.15619918e-03   -4.59913838e-02   -1.93614287e-01    8.14196806e-04 
   -1.53040669e-01   -4.07214387e-02   -9.39766025e-03    1.13559616e-02   -9.33306549e-03 
    1.10452793e-02 
   -1.34248349e-01   -2.17194239e-01   -2.99779764e-01   -1.56980207e-03   -4.02373888e-01 
    1.97140209e-03   -2.90007502e-02   -1.37126770e-01    2.40815227e-04    3.27531044e-02 
    1.66881803e-02    1.07055141e-01   -2.17007958e-01   -1.20958082e-03    5.77542560e-02 
   -4.01268917e-01   -5.54888532e-04   -1.61170699e-02   -2.71765704e-02   -1.51627330e-02 
   -2.68047523e-02   -8.18771707e-02    2.17074566e-01    1.32821141e-01   -8.35520725e-02 
   -5.54160477e-01    2.17433178e-03    3.65148377e-02    4.74273329e-02    2.07671409e-04 
   -9.63009318e-02   -1.04125242e-01   -7.64538513e-03   -5.24646108e-02   -7.58183900e-03 
   -5.30503698e-02 
    5.05492861e-04    6.47380564e-04    5.29536369e-04    1.74390167e-04    1.64103878e-03 
    1.20018618e-01    2.41579393e-04    5.32328801e-05   -8.43846165e-02    1.04760846e-04 
    3.19027485e-04    4.02274747e-04   -1.20958082e-03   -5.74447975e-01    4.18640933e-04 
   -4.77401427e-04   -5.83478426e-01   -1.14432563e-01   -8.87605782e-02    1.14721032e-01 
    8.92868609e-02    3.06023304e-04   -6.34314545e-04   -1.67793495e-04    5.03326023e-05 
    1.63625192e-03    5.48433522e-02   -3.19491012e-04   -3.64784521e-04    4.46478745e-02 
    8.78337882e-05    3.38175898e-04   -2.06934659e-03    3.64316460e-02    2.10103191e-03 
   -3.59928045e-02 
    2.18220656e-02    9.68724897e-02   -3.39151621e-01    1.40861001e-01    4.28385505e-02 
   -5.86706399e-05    1.30285131e-01    1.80185651e-03    7.49880742e-04    7.00178843e-03 
    8.02794657e-02   -1.55342077e-01    5.77542560e-02    4.18640933e-04    2.00245447e-02 
    7.04483337e-02    6.90732590e-04    4.08543573e-02    1.05620620e-01    4.06810279e-02 
    1.04591397e-01    5.66514081e-02    5.16890169e-02    9.27015572e-02   -2.33668529e-02 
   -1.37383078e-01    3.54188060e-04   -5.37953552e-02   -1.04658359e-01    4.03668811e-04 
   -4.32777779e-02   -5.93356594e-02    3.08996307e-03   -2.11820385e-02    3.13060310e-03 
   -2.16504513e-02 
